speaker	word	trajectory	fricative	duration	fric_intensity	window_intensity	vowel	time	M1	M2	M3	M4	peak
107A_ch1	sjuk	1	sj	0.266	48.170	43.604	U	0	358.310	690.260	5.445	36.162	0
107A_ch1	sjuk	1	sj	0.266	48.170	38.276	U	1	522.203	665.627	5.540	51.242	42.969
107A_ch1	sjuk	1	sj	0.266	48.170	42.161	U	2	544.423	892.431	3.990	25.354	0
107A_ch1	sjuk	1	sj	0.266	48.170	42.314	U	3	809.143	746.542	6.313	52.968	816.406
107A_ch1	sjuk	1	sj	0.266	48.170	42.595	U	4	854.760	788.450	6.135	47.375	816.406
107A_ch1	sjuk	1	sj	0.266	48.170	43.117	U	5	755.240	1005.490	5.133	32.389	816.406
107A_ch1	sjuk	1	sj	0.266	48.170	44.228	U	6	954.522	879.770	6.630	47.547	816.406
107A_ch1	sjuk	1	sj	0.266	48.170	40.016	U	7	1089.578	1534.670	2.981	9.140	0
107A_ch1	sjuk	1	sj	0.266	48.170	41.407	U	8	978.634	1093.216	5.237	29.675	816.406
107A_ch1	sjuk	1	sj	0.266	48.170	36.625	U	9	1247.597	1940.634	3.070	8.950	730.469
107A_ch1	sjuk	1	sj	0.266	48.170	42.355	U	10	825.515	897.321	6.284	46.359	773.438
107A_ch1	sjuk	1	sj	0.266	48.170	42.532	U	11	627.246	927.532	5.801	44.080	0
107A_ch1	sjuk	1	sj	0.266	48.170	37.641	U	12	1370.196	1746.180	2.653	6.667	773.438
107A_ch1	sjuk	1	sj	0.266	48.170	42.936	U	13	785.848	1068.095	3.898	20.764	0
107A_ch1	sjuk	1	sj	0.266	48.170	47.241	U	14	1049.111	437.193	6.480	92.955	1031.250
107A_ch1	tjat	2	tj	0.170	54.408	33.992	A	0	3059.516	1233.036	0.018	2.273	3136.719
107A_ch1	tjat	2	tj	0.170	54.408	41.596	A	1	2820.461	826.631	2.568	7.461	2535.156
107A_ch1	tjat	2	tj	0.170	54.408	42.989	A	2	3042.825	1150.157	1.561	1.772	2449.219
107A_ch1	tjat	2	tj	0.170	54.408	44.563	A	3	3055.748	1265.637	1.098	1.692	2406.250
107A_ch1	tjat	2	tj	0.170	54.408	43.642	A	4	3151.120	1365.606	0.538	0.748	2492.188
107A_ch1	tjat	2	tj	0.170	54.408	49.621	A	5	2860.866	924.106	2.162	4.444	2492.188
107A_ch1	tjat	2	tj	0.170	54.408	49.600	A	6	3029.549	1084.809	1.572	1.901	2492.188
107A_ch1	tjat	2	tj	0.170	54.408	51.036	A	7	2796.242	887.052	2.442	6.553	2535.156
107A_ch1	tjat	2	tj	0.170	54.408	52.065	A	8	2883.649	1021.529	2.060	3.483	2406.250
107A_ch1	tjat	2	tj	0.170	54.408	53.097	A	9	2841.504	887.437	2.495	6.909	2492.188
107A_ch1	tjat	2	tj	0.170	54.408	51.420	A	10	2934.197	1030.275	1.965	4.721	2535.156
107A_ch1	tjat	2	tj	0.170	54.408	51.787	A	11	3039.995	1148.605	1.671	2.202	2449.219
107A_ch1	tjat	2	tj	0.170	54.408	53.732	A	12	2737.294	803.834	2.806	10.070	2449.219
