speaker	word	trajectory	fricative	duration	fric_intensity	window_intensity	vowel	time	M1	M2	M3	M4	peak
103A_ch1	teve	1	t	0.077	55.736	53.908	E	0	2187.809	2754.665	1.437	0.741	472.656
103A_ch1	teve	1	t	0.077	55.736	52.829	E	1	2795.348	3019.482	0.949	-0.497	472.656
103A_ch1	teve	1	t	0.077	55.736	51.760	E	2	3500.299	3000.528	0.505	-1.022	2019.531
103A_ch1	teve	1	t	0.077	55.736	51.736	E	3	3299.025	2632.872	0.585	-0.689	0
103A_ch1	teve	1	t	0.077	55.736	51.267	E	4	2909.985	2462.289	0.636	-0.481	0
103A_ch1	teve	1	t	0.077	55.736	50.824	E	5	2407.080	2337.954	0.915	0.223	0
103A_ch1	teve	1	t	0.077	55.736	50.889	E	6	2362.472	2174.846	0.942	0.583	0
103A_ch1	teve	1	t	0.077	55.736	50.548	E	7	2649.622	1865.486	0.821	1.062	2320.312
103A_ch1	teve	1	t	0.077	55.736	50.843	E	8	2712.340	1336.767	1.590	5.347	2363.281
103A_ch1	teve	1	t	0.077	55.736	50.123	E	9	2666.645	1320.973	1.653	5.610	2363.281
103A_ch1	teve	1	t	0.077	55.736	48.348	E	10	2549.846	1637.815	0.926	2.259	2363.281
103A_ch1	teve	1	t	0.077	55.736	49.703	E	11	2364.070	1449.532	0.861	3.607	2449.219
103A_ch1	teve	1	t	0.077	55.736	50.345	E	12	2210.905	1401.996	0.716	3.326	2492.188
103A_ch1	teve	1	t	0.077	55.736	49.072	E	13	1977.886	1621.151	0.975	2.062	386.719
103A_ch1	teve	1	t	0.077	55.736	48.425	E	14	1979.249	1730.246	1.050	1.898	386.719
103A_ch1	sal	2	s	0.249	66.842	54.156	A	0	6359.428	1541.815	-2.097	8.005	6488.281
103A_ch1	sal	2	s	0.249	66.842	58.314	A	1	7047.800	1261.795	-1.565	9.005	6488.281
103A_ch1	sal	2	s	0.249	66.842	61.450	A	2	7356.113	1175.849	-0.842	3.788	6703.125
103A_ch1	sal	2	s	0.249	66.842	62.035	A	3	7780.514	1161.973	-0.755	1.463	8722.656
103A_ch1	sal	2	s	0.249	66.842	62.811	A	4	7389.493	1218.876	-0.193	0.582	6660.156
103A_ch1	sal	2	s	0.249	66.842	63.144	A	5	7077.192	1158.341	-0.511	4.036	6488.281
103A_ch1	sal	2	s	0.249	66.842	63.382	A	6	7286.640	1312.879	-0.752	2.644	8593.750
103A_ch1	sal	2	s	0.249	66.842	64.391	A	7	6830.274	1223.513	-0.310	3.748	5843.750
103A_ch1	sal	2	s	0.249	66.842	63.335	A	8	6780.921	1289.862	0.043	1.820	5671.875
103A_ch1	sal	2	s	0.249	66.842	66.054	A	9	6243.517	941.983	1.547	5.407	5757.812
103A_ch1	sal	2	s	0.249	66.842	64.444	A	10	6904.812	1111.806	0.391	0.527	5886.719
103A_ch1	sal	2	s	0.249	66.842	63.198	A	11	6993.832	1111.132	0.275	0.004	7519.531
103A_ch1	sal	2	s	0.249	66.842	62.987	A	12	6850.865	1195.841	0.431	-0.059	6015.625
103A_ch1	sal	2	s	0.249	66.842	58.446	A	13	6707.880	1621.728	-0.723	1.859	5671.875
103A_ch1	sal	2	s	0.249	66.842	51.584	A	14	4521.223	2021.754	-0.473	-0.192	2878.906
103A_ch1	tisdag	3	t	0.065	57.632	54.121	I	0	1194.785	2019.942	2.733	6.613	343.750
103A_ch1	tisdag	3	t	0.065	57.632	50.330	I	1	2536.608	3097.465	1.004	-0.530	343.750
103A_ch1	tisdag	3	t	0.065	57.632	48.112	I	2	3941.293	3408.318	0.199	-1.435	0
103A_ch1	tisdag	3	t	0.065	57.632	48.384	I	3	3813.033	3314.203	0.252	-1.377	0
103A_ch1	tisdag	3	t	0.065	57.632	48.950	I	4	4141.425	3203.888	0.046	-1.412	0
103A_ch1	tisdag	3	t	0.065	57.632	49.233	I	5	4834.998	2985.545	-0.328	-1.085	0
103A_ch1	tisdag	3	t	0.065	57.632	48.907	I	6	4905.341	2793.747	-0.373	-0.769	0
103A_ch1	tisdag	3	t	0.065	57.632	47.570	I	7	4534.180	2713.933	-0.175	-0.776	0
103A_ch1	tisdag	3	t	0.065	57.632	46.242	I	8	4193.101	2536.329	0.104	-0.692	0
103A_ch1	tisdag	3	t	0.065	57.632	46.896	I	9	3849.303	2185.580	0.396	-0.164	3093.750
103A_ch1	tisdag	3	t	0.065	57.632	47.638	I	10	3642.501	1994.458	0.481	0.401	3136.719
103A_ch1	tisdag	3	t	0.065	57.632	46.971	I	11	3680.571	2046.217	0.398	0.308	3136.719
103A_ch1	tisdag	3	t	0.065	57.632	45.888	I	12	3824.229	2168.368	0.166	-0.184	3136.719
103A_ch1	tisdag	3	t	0.065	57.632	46.004	I	13	3817.328	2059.228	0.080	-0.072	4210.938
103A_ch1	tisdag	3	t	0.065	57.632	46.460	I	14	3757.494	1913.837	0.051	0.133	4210.938
103A_ch1	fem	4	f	0.206	51.735	36.419	e	0	990.446	2085.660	2.419	5.639	0
103A_ch1	fem	4	f	0.206	51.735	36.066	e	1	2784.538	3338.337	0.960	-0.353	0
