speaker	word	trajectory	fricative	duration	fric_intensity	window_intensity	vowel	time	M1	M2	M3	M4	peak
105C_ch1	saft	1	s	0.148	52.007	35.182	a	0	2230.478	2765.943	0.839	-0.486	0
105C_ch1	saft	1	s	0.148	52.007	38.961	a	1	1850.107	2746.589	1.070	-0.233	0
105C_ch1	saft	1	s	0.148	52.007	38.581	a	2	3147.338	3253.210	0.371	-1.306	0
105C_ch1	saft	1	s	0.148	52.007	39.430	a	3	5146.528	2832.577	-0.450	-0.483	0
105C_ch1	saft	1	s	0.148	52.007	42.781	a	4	5309.137	2117.224	-0.208	1.493	5542.969
105C_ch1	saft	1	s	0.148	52.007	45.525	a	5	5821.517	1966.457	-0.475	2.600	5929.688
105C_ch1	saft	1	s	0.148	52.007	46.237	a	6	5660.783	1956.572	-0.633	2.394	5371.094
105C_ch1	saft	1	s	0.148	52.007	46.736	a	7	6415.443	1831.553	-0.379	2.228	5929.688
105C_ch1	saft	1	s	0.148	52.007	47.851	a	8	6477.779	1542.329	0.486	1.225	5886.719
105C_ch1	saft	1	s	0.148	52.007	51.274	a	9	6230.754	1277.468	1.055	2.387	5800.781
105C_ch1	saft	1	s	0.148	52.007	50.380	a	10	6465.567	1569.936	0.505	0.395	5886.719
105C_ch1	saft	1	s	0.148	52.007	50.545	a	11	6160.618	1405.170	0.784	1.542	5156.250
105C_ch1	saft	1	s	0.148	52.007	49.797	a	12	6476.374	1812.073	0.359	0.410	5242.188
105C_ch1	saft	1	s	0.148	52.007	49.224	a	13	4224.757	3301.630	0.117	-1.369	5542.969
105C_ch1	saft	1	s	0.148	52.007	44.225	a	14	5617.251	3048.914	-0.386	-0.823	5500.000
105C_ch1	fil	2	f	0.139	49.996	36.637	I	0	1446.398	1552.760	1.593	3.864	0
105C_ch1	fil	2	f	0.139	49.996	41.945	I	1	570.119	1334.881	3.016	10.251	0
105C_ch1	fil	2	f	0.139	49.996	41.669	I	2	1084.454	1687.000	1.813	3.632	0
105C_ch1	fil	2	f	0.139	49.996	42.877	I	3	1430.360	1702.721	1.657	3.742	0
105C_ch1	fil	2	f	0.139	49.996	44.689	I	4	1947.186	1510.239	2.042	7.196	0
105C_ch1	fil	2	f	0.139	49.996	44.348	I	5	2096.133	1765.281	1.954	5.213	0
105C_ch1	fil	2	f	0.139	49.996	45.209	I	6	2370.800	1509.094	1.607	5.742	2578.125
105C_ch1	fil	2	f	0.139	49.996	45.925	I	7	2620.661	1493.914	2.631	9.137	1933.594
105C_ch1	fil	2	f	0.139	49.996	45.395	I	8	2762.553	1610.636	2.161	6.218	2492.188
105C_ch1	fil	2	f	0.139	49.996	46.604	I	9	2637.541	1673.346	1.737	5.480	2449.219
105C_ch1	fil	2	f	0.139	49.996	45.593	I	10	2466.738	2004.471	1.163	2.145	0
105C_ch1	fil	2	f	0.139	49.996	47.236	I	11	2640.714	1756.993	1.316	3.662	0
105C_ch1	fil	2	f	0.139	49.996	46.432	I	12	3119.627	2321.184	1.544	2.394	0
105C_ch1	fil	2	f	0.139	49.996	48.622	I	13	3443.256	2404.921	1.532	1.845	2578.125
105C_ch1	fil	2	f	0.139	49.996	48.246	I	14	2440.857	1847.416	1.342	3.320	2621.094
105C_ch1	cell	3	s	0.158	52.902	34.156	e	0	3686.847	2704.608	0.134	-0.899	42.969
105C_ch1	cell	3	s	0.158	52.902	40.544	e	1	3546.286	2847.438	-0.015	-1.162	0
105C_ch1	cell	3	s	0.158	52.902	43.341	e	2	3402.924	3284.070	0.301	-1.254	0
105C_ch1	cell	3	s	0.158	52.902	45.134	e	3	4891.120	2556.005	-0.388	0.208	5027.344
105C_ch1	cell	3	s	0.158	52.902	45.089	e	4	5482.749	2308.521	-0.260	0.532	0
