speaker	word	trajectory	fricative	duration	fric_intensity	window_intensity	vowel	time	M1	M2	M3	M4	peak
10B_ch1	fem	1	f	0.166	47.065	31.154	e	0	922.561	1920.651	2.822	8.226	0
10B_ch1	fem	1	f	0.166	47.065	28.632	e	1	3201.727	3388.070	0.677	-1.005	42.969
10B_ch1	fem	1	f	0.166	47.065	31.019	e	2	2635.509	3531.501	0.943	-0.770	0
10B_ch1	fem	1	f	0.166	47.065	28.696	e	3	5065.830	3683.042	-0.063	-1.562	42.969
10B_ch1	fem	1	f	0.166	47.065	30.613	e	4	5008.830	3666.452	-0.234	-1.625	0
10B_ch1	fem	1	f	0.166	47.065	30.520	e	5	5648.808	3381.555	-0.431	-1.390	42.969
10B_ch1	fem	1	f	0.166	47.065	30.076	e	6	5509.802	3525.332	-0.435	-1.369	0
10B_ch1	fem	1	f	0.166	47.065	32.001	e	7	3553.682	3861.345	0.498	-1.458	0
10B_ch1	fem	1	f	0.166	47.065	33.654	e	8	3498.397	3995.675	0.451	-1.612	0
10B_ch1	fem	1	f	0.166	47.065	33.164	e	9	4114.082	3809.609	0.144	-1.693	0
10B_ch1	fem	1	f	0.166	47.065	34.052	e	10	6375.584	2832.506	-0.855	-0.730	7562.500
10B_ch1	fem	1	f	0.166	47.065	34.604	e	11	5633.955	3232.692	-0.178	-1.551	1804.688
10B_ch1	fem	1	f	0.166	47.065	37.470	e	12	3968.526	2991.292	0.745	-0.754	0
10B_ch1	fem	1	f	0.166	47.065	41.232	e	13	2799.759	2477.560	1.151	0.540	558.594
10B_ch1	fem	1	f	0.166	47.065	41.144	e	14	2060.633	1691.608	1.528	3.149	644.531
10B_ch1	fil	2	f	0.191	45.281	30.431	I	0	408.434	1614.678	4.556	20.594	0
10B_ch1	fil	2	f	0.191	45.281	27.829	I	1	1501.335	2990.208	1.979	2.573	0
10B_ch1	fil	2	f	0.191	45.281	25.207	I	2	5591.389	2923.338	-0.233	-1.082	9367.188
10B_ch1	fil	2	f	0.191	45.281	30.861	I	3	2455.447	3539.706	1.164	-0.119	0
10B_ch1	fil	2	f	0.191	45.281	32.545	I	4	1809.754	2971.582	1.418	0.560	0
10B_ch1	fil	2	f	0.191	45.281	31.526	I	5	2379.867	3356.067	1.036	-0.545	0
10B_ch1	fil	2	f	0.191	45.281	32.663	I	6	2051.923	3213.514	1.338	0.290	0
10B_ch1	fil	2	f	0.191	45.281	31.879	I	7	3514.526	3645.447	0.471	-1.366	0
10B_ch1	fil	2	f	0.191	45.281	32.554	I	8	2540.476	3349.076	0.959	-0.605	0
10B_ch1	fil	2	f	0.191	45.281	31.886	I	9	6809.504	2829.593	-0.609	-0.822	9324.219
10B_ch1	fil	2	f	0.191	45.281	32.325	I	10	5710.136	2499.341	-0.139	-0.835	7648.438
10B_ch1	fil	2	f	0.191	45.281	33.768	I	11	5008.777	3072.381	-0.045	-1.132	0
10B_ch1	fil	2	f	0.191	45.281	35.270	I	12	5653.340	2980.906	-0.632	-0.850	0
10B_ch1	fil	2	f	0.191	45.281	38.289	I	13	4023.881	2561.164	0.313	-0.351	3738.281
10B_ch1	fil	2	f	0.191	45.281	40.992	I	14	2936.703	2027.880	0.426	0.166	3867.188
10B_ch1	skjorta	3	sj	0.155	46.657	28.714	o	0	1020.391	1229.394	3.988	21.640	1289.062
10B_ch1	skjorta	3	sj	0.155	46.657	33.300	o	1	477.565	851.074	4.816	39.434	0
10B_ch1	skjorta	3	sj	0.155	46.657	32.318	o	2	741.167	1022.759	3.699	22.620	0
10B_ch1	skjorta	3	sj	0.155	46.657	33.209	o	3	1121.421	849.558	4.595	35.179	1117.188
10B_ch1	skjorta	3	sj	0.155	46.657	35.236	o	4	1836.356	2527.814	2.169	3.545	0
10B_ch1	skjorta	3	sj	0.155	46.657	38.986	o	5	1145.643	959.375	5.883	44.482	1117.188
10B_ch1	skjorta	3	sj	0.155	46.657	42.476	o	6	1149.295	516.767	5.626	59.789	1117.188
10B_ch1	skjorta	3	sj	0.155	46.657	45.496	o	7	1232.886	1008.483	5.216	29.569	1074.219
10B_ch1	skjorta	3	sj	0.155	46.657	42.984	o	8	1206.287	734.392	5.841	50.988	1160.156
10B_ch1	skjorta	3	sj	0.155	46.657	42.037	o	9	1151.986	756.240	4.757	36.169	1160.156
10B_ch1	skjorta	3	sj	0.155	46.657	43.347	o	10	1152.674	786.319	4.650	31.463	988.281
10B_ch1	skjorta	3	sj	0.155	46.657	45.772	o	11	1063.756	673.403	4.886	39.224	1031.250
10B_ch1	skjorta	3	sj	0.155	46.657	47.199	o	12	1108.372	521.142	7.076	75.807	1031.250
10B_ch1	skjorta	3	sj	0.155	46.657	43.233	o	13	1070.560	721.603	5.090	41.570	1160.156
10B_ch1	skjorta	3	sj	0.155	46.657	40.866	o	14	1111.397	962.043	4.371	24.675	1031.250
10B_ch1	sil	4	s	0.159	59.799	36.662	I	0	5700.691	2482.524	-0.562	0.283	0
10B_ch1	sil	4	s	0.159	59.799	42.755	I	1	5496.458	2980.743	-0.996	-0.335	0
10B_ch1	sil	4	s	0.159	59.799	42.287	I	2	6939.044	2881.064	-1.382	1.119	0
10B_ch1	sil	4	s	0.159	59.799	43.384	I	3	7567.514	2101.848	-1.715	4.107	8121.094
10B_ch1	sil	4	s	0.159	59.799	46.391	I	4	7946.814	1627.607	-0.607	0.753	6488.281
10B_ch1	sil	4	s	0.159	59.799	48.153	I	5	7974.785	1496.905	-0.665	0.458	8937.500
10B_ch1	sil	4	s	0.159	59.799	51.198	I	6	7909.498	1403.344	-1.239	4.193	8765.625
10B_ch1	sil	4	s	0.159	59.799	54.092	I	7	8225.798	1101.514	-1.460	4.426	8808.594
10B_ch1	sil	4	s	0.159	59.799	55.226	I	8	8174.413	1193.753	-0.947	2.421	8121.094
10B_ch1	sil	4	s	0.159	59.799	56.018	I	9	8332.642	1255.606	-1.669	5.729	8421.875
10B_ch1	sil	4	s	0.159	59.799	56.750	I	10	8140.203	1323.094	-1.246	4.300	8292.969
10B_ch1	sil	4	s	0.159	59.799	60.662	I	11	8252.034	1021.014	-1.072	4.542	8207.031
10B_ch1	sil	4	s	0.159	59.799	60.959	I	12	8140.664	1089.836	-1.234	3.586	8765.625
10B_ch1	sil	4	s	0.159	59.799	58.868	I	13	7962.985	1159.223	-1.835	7.387	8164.062
10B_ch1	sil	4	s	0.159	59.799	53.502	I	14	7221.132	1500.449	-2.115	7.176	8207.031
10B_ch1	kedja	5	tj	0.148	59.500	43.359	E	0	4364.841	892.864	0.698	7.751	4382.812
10B_ch1	kedja	5	tj	0.148	59.500	46.768	E	1	4104.968	1232.144	-0.477	5.762	4296.875
10B_ch1	kedja	5	tj	0.148	59.500	51.812	E	2	4461.578	900.490	0.794	9.398	4382.812
10B_ch1	kedja	5	tj	0.148	59.500	55.047	E	3	4539.661	618.914	2.865	18.240	4296.875
10B_ch1	kedja	5	tj	0.148	59.500	55.748	E	4	4584.437	795.419	2.731	12.085	4382.812
10B_ch1	kedja	5	tj	0.148	59.500	55.328	E	5	4711.243	1036.430	1.094	5.057	4382.812
10B_ch1	kedja	5	tj	0.148	59.500	55.523	E	6	4798.603	1211.236	0.852	2.436	4425.781
10B_ch1	kedja	5	tj	0.148	59.500	56.365	E	7	5017.992	1222.366	1.024	0.864	4382.812
10B_ch1	kedja	5	tj	0.148	59.500	59.529	E	8	4670.099	900.445	1.881	6.977	4382.812
10B_ch1	kedja	5	tj	0.148	59.500	59.177	E	9	4806.041	1039.551	1.493	3.606	4382.812
10B_ch1	kedja	5	tj	0.148	59.500	56.438	E	10	5112.711	1178.441	0.777	1.149	4468.750
10B_ch1	kedja	5	tj	0.148	59.500	57.839	E	11	4695.958	896.105	1.385	5.424	4511.719
10B_ch1	kedja	5	tj	0.148	59.500	55.075	E	12	4486.017	1026.226	0.909	4.229	4511.719
10B_ch1	kedja	5	tj	0.148	59.500	48.754	E	13	4268.600	1225.184	0.689	2.549	4210.938
10B_ch1	kedja	5	tj	0.148	59.500	42.883	E	14	3978.560	1674.444	-0.026	1.326	3394.531
10B_ch1	sjuk	6	sj	0.166	46.668	30.283	U	0	998.172	1378.877	2.684	9.631	0
10B_ch1	sjuk	6	sj	0.166	46.668	31.920	U	1	552.207	1058.283	3.715	19.817	0
10B_ch1	sjuk	6	sj	0.166	46.668	34.857	U	2	400.884	910.498	4.339	27.352	0
10B_ch1	sjuk	6	sj	0.166	46.668	36.660	U	3	1112.095	753.932	3.539	29.258	1246.094
10B_ch1	sjuk	6	sj	0.166	46.668	36.219	U	4	1252.817	738.746	5.595	46.627	1203.125
10B_ch1	sjuk	6	sj	0.166	46.668	32.656	U	5	1518.138	1226.374	3.432	14.661	1117.188
10B_ch1	sjuk	6	sj	0.166	46.668	37.487	U	6	1241.816	879.350	4.602	28.569	1074.219
10B_ch1	sjuk	6	sj	0.166	46.668	45.554	U	7	1136.980	455.273	7.555	106.963	1117.188
10B_ch1	sjuk	6	sj	0.166	46.668	40.403	U	8	1238.955	915.186	3.687	19.603	1203.125
10B_ch1	sjuk	6	sj	0.166	46.668	42.714	U	9	1012.585	754.164	4.028	34.000	1117.188
10B_ch1	sjuk	6	sj	0.166	46.668	43.399	U	10	965.248	881.892	3.818	25.382	1160.156
10B_ch1	sjuk	6	sj	0.166	46.668	40.422	U	11	1349.118	946.780	3.900	21.650	1289.062
10B_ch1	sjuk	6	sj	0.166	46.668	44.872	U	12	1118.666	570.206	4.883	47.264	1117.188
10B_ch1	sjuk	6	sj	0.166	46.668	44.295	U	13	996.265	622.937	2.937	31.035	1203.125
10B_ch1	sjuk	6	sj	0.166	46.668	42.079	U	14	740.980	761.211	3.741	29.143	0
10B_ch1	tjafs	7	tj	0.127	60.300	42.439	a	0	4221.805	955.074	-0.034	6.016	4339.844
10B_ch1	tjafs	7	tj	0.127	60.300	48.550	a	1	4350.386	807.657	1.986	12.433	4339.844
10B_ch1	tjafs	7	tj	0.127	60.300	53.507	a	2	4361.663	614.261	3.255	23.701	4167.969
10B_ch1	tjafs	7	tj	0.127	60.300	54.213	a	3	4386.068	713.436	2.705	15.608	4125.000
10B_ch1	tjafs	7	tj	0.127	60.300	55.438	a	4	4515.987	854.141	2.066	7.272	4082.031
10B_ch1	tjafs	7	tj	0.127	60.300	56.688	a	5	4516.155	859.047	2.295	10.254	4382.812
10B_ch1	tjafs	7	tj	0.127	60.300	56.091	a	6	4606.379	968.857	1.860	4.944	4382.812
10B_ch1	tjafs	7	tj	0.127	60.300	58.103	a	7	4606.861	915.496	2.171	6.162	4382.812
10B_ch1	tjafs	7	tj	0.127	60.300	56.306	a	8	4915.304	1301.388	0.980	0.752	4382.812
10B_ch1	tjafs	7	tj	0.127	60.300	59.525	a	9	4452.549	1020.787	2.101	5.884	3996.094
10B_ch1	tjafs	7	tj	0.127	60.300	59.013	a	10	4685.708	1171.249	1.632	2.845	4554.688
10B_ch1	tjafs	7	tj	0.127	60.300	57.316	a	11	4845.519	1277.173	1.046	1.147	3953.125
10B_ch1	tjafs	7	tj	0.127	60.300	58.811	a	12	4608.365	1159.616	1.211	3.831	4468.750
10B_ch1	tjafs	7	tj	0.127	60.300	56.746	a	13	4458.614	1172.196	0.772	4.173	4082.031
10B_ch1	tjafs	7	tj	0.127	60.300	49.728	a	14	4149.096	1172.836	0.246	4.305	4339.844
10B_ch1	kil	8	tj	0.167	62.424	44.550	I	0	4221.258	977.953	0.490	7.661	4039.062
10B_ch1	kil	8	tj	0.167	62.424	49.013	I	1	4391.915	966.347	2.127	7.256	4253.906
10B_ch1	kil	8	tj	0.167	62.424	51.198	I	2	4459.314	988.220	1.873	6.356	4167.969
10B_ch1	kil	8	tj	0.167	62.424	56.663	I	3	4642.731	927.158	1.959	5.559	4296.875
10B_ch1	kil	8	tj	0.167	62.424	57.732	I	4	4630.385	1014.582	1.784	4.646	4167.969
