speaker	word	trajectory	fricative	duration	fric_intensity	window_intensity	vowel	time	M1	M2	M3	M4	peak
108B_ch1	kedja	1	tj	0.193	56.778	35.652	E	0	1948.719	2025.632	0.455	-0.899	0
108B_ch1	kedja	1	tj	0.193	56.778	43.751	E	1	3284.930	1756.618	-0.364	0.137	0
108B_ch1	kedja	1	tj	0.193	56.778	44.700	E	2	3949.833	1446.078	0.853	2.509	3738.281
108B_ch1	kedja	1	tj	0.193	56.778	49.293	E	3	3957.380	1123.195	0.487	3.212	2664.062
108B_ch1	kedja	1	tj	0.193	56.778	52.390	E	4	3712.322	1100.024	0.446	2.929	2621.094
108B_ch1	kedja	1	tj	0.193	56.778	52.285	E	5	3581.109	1160.025	1.093	3.818	2664.062
108B_ch1	kedja	1	tj	0.193	56.778	52.879	E	6	3683.120	1117.865	0.721	3.972	4253.906
108B_ch1	kedja	1	tj	0.193	56.778	52.477	E	7	3530.653	1330.905	0.956	3.497	2707.031
108B_ch1	kedja	1	tj	0.193	56.778	49.597	E	8	4300.920	1722.982	-0.043	0.723	2750.000
108B_ch1	kedja	1	tj	0.193	56.778	54.135	E	9	4099.918	1329.462	1.021	2.783	4210.938
108B_ch1	kedja	1	tj	0.193	56.778	54.814	E	10	4382.442	967.203	1.446	6.570	4125.000
108B_ch1	kedja	1	tj	0.193	56.778	50.900	E	11	4621.500	1348.438	1.160	1.874	4253.906
108B_ch1	kedja	1	tj	0.193	56.778	55.401	E	12	4326.585	892.725	2.107	8.918	4210.938
108B_ch1	kedja	1	tj	0.193	56.778	55.449	E	13	4150.481	1006.077	0.569	5.503	4296.875
108B_ch1	kedja	1	tj	0.193	56.778	54.131	E	14	3499.469	1120.666	-0.074	1.993	2792.969
108B_ch1	kil	2	tj	0.190	58.301	37.998	I	0	3422.030	1531.855	-0.245	1.858	4167.969
108B_ch1	kil	2	tj	0.190	58.301	40.630	I	1	3672.653	1183.614	0.148	3.810	3738.281
108B_ch1	kil	2	tj	0.190	58.301	44.273	I	2	3764.598	1166.738	0.921	1.835	2750.000
108B_ch1	kil	2	tj	0.190	58.301	47.319	I	3	3563.629	1295.488	1.024	3.280	2750.000
108B_ch1	kil	2	tj	0.190	58.301	48.853	I	4	3774.488	1317.997	0.735	2.730	2750.000
108B_ch1	kil	2	tj	0.190	58.301	52.152	I	5	3958.594	1181.967	0.967	2.652	4210.938
108B_ch1	kil	2	tj	0.190	58.301	55.621	I	6	3572.760	1065.326	1.735	4.520	2792.969
108B_ch1	kil	2	tj	0.190	58.301	54.250	I	7	3880.415	1125.309	1.138	4.050	2835.938
108B_ch1	kil	2	tj	0.190	58.301	53.492	I	8	4414.704	1017.634	0.832	4.479	4296.875
108B_ch1	kil	2	tj	0.190	58.301	54.194	I	9	4091.422	1163.930	1.285	3.471	2835.938
108B_ch1	kil	2	tj	0.190	58.301	53.711	I	10	4444.242	1306.248	0.506	2.057	4339.844
108B_ch1	kil	2	tj	0.190	58.301	55.116	I	11	4393.305	1069.504	0.997	3.131	4253.906
108B_ch1	kil	2	tj	0.190	58.301	56.189	I	12	4272.028	938.870	1.151	5.620	4296.875
108B_ch1	kil	2	tj	0.190	58.301	57.507	I	13	4239.083	989.190	0.454	4.629	4554.688
108B_ch1	kil	2	tj	0.190	58.301	51.472	I	14	3640.666	1378.512	-0.201	2.237	2964.844
108B_ch1	tur	3	t	0.098	53.414	49.119	U	0	3258.718	2347.890	0.293	-0.548	386.719
108B_ch1	tur	3	t	0.098	53.414	47.315	U	1	3289.703	2426.821	0.496	-0.219	386.719
108B_ch1	tur	3	t	0.098	53.414	46.290	U	2	4122.082	2395.749	0.201	-0.144	2835.938
108B_ch1	tur	3	t	0.098	53.414	47.736	U	3	4308.958	2016.250	0.379	0.934	4683.594
